Product Name,Price,URL,ASIN,Aspect ratio,Batteries Required,Battery cell composition,Battery life,Best Sellers Rank,Brand,CPU manufacturer,CPU model,CPU speed,Colour,Compatible devices,Computer Memory Type,Connectivity technology,Connector Type,Country/Region of origin,Customer Reviews,Date First Available,Digital storage capacity,Display Technology,Display Type,Display resolution maximum,Flash Memory Installed Size,Form Factor,Form factor,Graphics Card Description,Graphics Coprocessor,Graphics RAM Type,Graphics card description,Graphics coprocessor,Graphics processor manufacturer,Hard Disk Description,Hard Drive Size,Hard disk description,Hard disk size,Hardware Platform,Human interface input,Item Model Number,Item Weight,Item weight,Manufacturer,Manufacturer reference,Memory Storage Capacity,Memory storage capacity,Model,Model Name,Model name,Model year,Mounting Hardware,Number of Ports,Operating System,Operating system,Package Dimensions,Part Number,Power Source,Processor Brand,Processor Count,Processor Speed,Processor Type,Processor count,Processor model number,Product dimensions,RAM Size,RAM memory installed size,Ram Memory Installed Size,Ram Memory Technology,Resolution,Scanner Resolution,Screen Resolution,Screen size,Screen surface description,Shell type,Software included,Special Features,Special feature,Specific uses for product,Standing screen display size,Supports Bluetooth Technology,Total USB ports,Wattage,Wireless Type
"HP Stream 14"" HD Laptop, Intel Processor N150, 16GB RAM, 1.12TB Storage(128GB UFS+1TB Docking Station Set), Intel Graphics, Webcam, Wi-Fi 6, 1 Year Office 365, Copilot, Fast Charge, Win 11, Blue",$570.62,https://www.amazon.com.au/HP-Stream-Processor-Storage-Graphics/dp/B0FG76JK1L/ref=sr_1_121,,,,,,,HP,,Others,,Blue,,,,,,,,,,,,,,,,,,Integrated,,,,,,128 GB,,,,,,,,,,,,HP Stream,,,,,Windows 11 S,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,Anti Glare Coating,,,,,,
HP Probook 430 G5 i5-8250U 16GB RAM 256GB SSD 1.60GHz Windows 11 (Renewed),$349.00,https://www.amazon.com.au/HP-Probook-i5-8250U-1-60GHz-Windows/dp/B0DWMFD2KY/ref=sr_1_122,,,,,,,HP,,Core i5 8250U,1.6 GHz,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,256 GB,,,,,,,,,,,,HP Probook 430 G5,,,,,Windows 11,,,,,,,,,,,,16 GB,,,,,,13.3 Inches,,,,,,,,,,,
Dell Latitude 5490 14" Intel i7-8650U 16GB RAM 512GB SSD Windows 11 Pro (Renewed),$439.00,https://www.amazon.com.au/Latitude-Intel-i7-8650U-Windows-Renewed/dp/B0F8VJBFWS/ref=sr_1_123,,,,,,,DELL,,Intel Core i7,1.9 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,8 GB,,,,,,,,,,,,Latitude 5490,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
Dell Latitude 5430 Intel i7-1255U 14" FHD Laptop 32GB Ram 256GB SSD Win11P (Renewed),$797.00,https://www.amazon.com.au/dp/B0FQC8PVCL/ref=sr_1_124,,,,,,,Dell,Intel,Intel Core i7,1.7 GHz,,,,,,,,,,,,,,,,,,,,,,,,SSD,256 GB,,,,,,,,,,,,,,,,,Windows 11,,,,,,,,10,,,,,,,,,,14 Inches,,,,,,,,,,,
"ERAZER Deputy P60 Gaming Laptop - Intel Core i5, 16GB RAM, 1TB SSD, NVidia RTX 4060, 15.6"", 1920x1080 Full HD (144Hz), Windows 11 Home - Backlit Keyboard (Intel Core i5)","$1,599.00",https://www.amazon.com.au/ERAZER-Deputy-P60-Gaming-Laptop/dp/B0DDX8M5GJ/ref=sr_1_125,,,,,,,ERAZER,,Intel Core i5,,Black,,,,,,,,,,,,,,,,,,Dedicated,,,,,,1 TB,,,,,,,,,,,,Deputy P60,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,Backlit Keyboard,,,,,,
"HP Envy x360 2-in-1 14"" FHD IPS Touchscreen Laptop Intel Core i5-1335U(Beats i7-1260U) Backlit KB Fingerprint Reader, Windows 11 | Natural Silver (8GB RAM | 512GB SSD) (14 inch)","$1,236.26",https://www.amazon.com.au/HP-Touchscreen-i5-1335U-i7-1260U-Fingerprint/dp/B0C7V6RPXL/ref=sr_1_126,,,,,,,HP,,Core i5,,14 inch,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,HP Envy,,,,,Windows 11 Home,,,,,,,,,,,,8 GB,,,,,,14 Inches,,,,,"Backlit Keyboard, Fingerprint Reader",,,,,,
"Apple MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 10-core GPU, 16GB Unified Memory, 512GB) - Midnight","$1,842.78",https://www.amazon.com.au/Apple-MacBook-13-inch-10%E2%80%91core-Unified/dp/B0DZDQZ41P/ref=sr_1_124,,,,,,,Apple,,Apple M4,10,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,,,,,,,,"13-inch MacBook Air (M4, 2025)",,,,,Mac OS,,,,,,,,,,,,16 GB,,,,,,13.6,,,,,,,,,,,
Apple MacBook Air 2020 2K Retina 13.3" - 256GB - Apple M1-8GB MacOS (Renewed),$730.00,https://www.amazon.com.au/Apple-MacBook-2020-Retina-13-3/dp/B0DX5XHNTP/ref=sr_1_125,,,,,,,Apple,,Apple M1,3.1 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,256 GB,,,,,,,,,,,,MacBook Air 2020,,,,,Mac OS,,,,,,,,,,,,8 GB,,,,,,13.3 Inches,,,,,,,,,,,
"2020 MacBook Air with 1.1GHz Intel Core i3 (13-inch, 8GB RAM, 256GB SSD) Gold (Renewed)",$730.00,https://www.amazon.com.au/MacBook-1-1GHz-Intel-13-inch-Renewed/dp/B0DYGH2XDK/ref=sr_1_126,,,,,,,Apple,,Core i3,1.1 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,256,,,,,,,,,,,,MacBook Air,,,,,MacOs Sonoma,,,,,,,,,,,,8 GB,,,,,,13,,,,,,,,,,,
"Lenovo IdeaPad Touchscreen Laptop, 15.6"" FHD (1920x1080) IPS 300nits Anti-Glare Display, AMD Ryzen 5 7520U, 8GB LPDDR5RAM, 512GB SSD, AMD Radeon Graphics, Windows 11 Home, Abyss Blue, EAT 16GB USB PEN",$439.00,https://www.amazon.com.au/Lenovo-Touchscreen-1920x1080-Anti-Glare-AMD/dp/B0FMDJGHZ9/ref=sr_1_127,,,,,,,Lenovo,,AMD R Series,,Blue,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,Lenovo IdeaPad,,,,,Windows 11,,,,,,,,,,,,8 GB,,,,,,15.6 Inches,,,,,HD Audio,,,,,,
"MSI Modern 14 14"" FHD Intel Raptor Lake i5-1334U Iris Xe Graphics 16GB DDR4 RAM 512GB SSD Business & Productivity Laptop, Platinum Gray",$999.00,https://www.amazon.com.au/MSI-Modern-14-i5-1334U-Productivity/dp/B0FCVLKWXG/ref=sr_1_128,,,,,,,MSI,,Intel Core i5,,Gray,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,Modern 14 14" FHD Business & Productivity Laptop (i5) [512GB SSD],,,,,Windows 11,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,Backlit Keyboard,,,,,,
"HP 17 Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 16GB RAM, 512GB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Home, Silver","$1,768.05",https://www.amazon.com.au/HP-Display-i3-1125G4-Processor-Windows/dp/B0C3RND54C/ref=sr_1_129,,,,,,,HP,,Core i3 Family,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,TPN-I139_320M3AV,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,17.3 Inches,,,,,Anti Glare Coating,,,,,,
HP Probook 430 G7 13" Touchscreen FHD Laptop PC i5-10210U 1.6GHz 8GB 256GB SSD Windows 11 (Renewed),$439.00,https://www.amazon.com.au/HP-Probook-Touchscreen-i5-10210U-Windows/dp/B0BD47N7Q3/ref=sr_1_130,,,,,,,HP,,Intel Core i5,1.6 GHz,,,,,,,,,,,,,,,,,,,,Intel UHD Graphics,,,,,256 GB,,,,,,,,,,,,MLLAP97193,,,,,Windows 11,,,,,,,,,,,,8 GB,,,,,,13 Inches,,,,,touchscreen,,,,,,
HP ProBook 450 15" 1080p IPS i5-1334U 16GB 512GB SSD WiFi 6E Windows 11 Pro Laptop,"$2,499.00",https://www.amazon.com.au/HP-ProBook-450-i5-1334U-Windows/dp/B0DSBGKTT8/ref=sr_1_131,,,,,,,HP,,Intel Core i5,,Silver,,,,,,,,,,,,,,,,,,Intel UHD Graphics,Intel Iris Xe Graphics,,,,,512 GB,,,,,,,,,,,,ProBook 450 G10,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,,,,,,,
"HP 14” Chromebook, Intel Pentium Silver N6000, 14-inch FHD Display, 4GB LPDDR4x RAM, 64GB eMMC Storage, Wi-Fi 5, Bluetooth 5.0, USB-C, HDMI 2.1, Forest Teal, ChromeOS, 9U9X6PA",$447.00,https://www.amazon.com.au/HP-Chromebook-Pentium-Bluetooth-ChromeOS/dp/B0CYF8LYGM/ref=sr_1_132,,,,,,,HP,,Pentium,,Forest Teal,,,,,,,,,,,,,,,,,,Integrated,,,,,,64 GB,,,,,,,,,,,,HP Chromebook 14a-na1019TU,,,,,Chrome OS,,,,,,,,,,,,4 GB,,,,,,14 Inches,,,,,Anti Glare Coating,,,,,,
"Lenovo IdeaPad Flex 3 15.6 Inch Touch Full HD Chromebook, Intel Pentium, 8GB RAM, 128GB SSD, Chrome OS - Arctic Grey Laptop",$699.00,https://www.amazon.com.au/Lenovo-IdeaPad-Chromebook-Pentium-Chrome/dp/B0B5XMFXKH/ref=sr_1_133,,,,,,,Lenovo,,Pentium,,Arctic Grey,,,,,,,,,,,,,,,,,,Integrated,,,,,,128 GB,,,,,,,,,,,,IdeaPad Flex 3 Chrome 15IJL7,,,,,Chrome OS,,,,,,,,,,,,8 GB,,,,,,15.6 Inches,,,,,HD Audio,,,,,,
"Asus TUF Gaming F16 Gaming Laptop, 16"" FHD+ IPS-Level, 144Hz, Core 5 210H Processor, 16GB 512GB SSD, NVIDIA GeForce RTX 3050, WiFi 6, Windows 11 Home","$1,639.00",https://www.amazon.com.au/Gaming-IPS-Level-Processor-GeForce-Windows/dp/B0FN7GNSXK/ref=sr_1_134,,,,,,,ASUS,,Intel Core 5,2.2 GHz,,,,,,,,,,,,,,,,,,,Dedicated,NVIDIA GeForce RTX 3050,,,,SSD,,,,,,,,,,,,,TUF Gaming F16,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,16 Inches,,,,,,,,,,,
HP ProBook 440 G8 14" Intel i5-1135G7 2.40GHz 16GB RAM 512GB SSD Win 11 Pro (Renewed),$409.00,https://www.amazon.com.au/HP-ProBook-i5-1135G7-2-40GHz-Renewed/dp/B0F238Q2R5/ref=sr_1_135,,,,,,,HP,,Intel Core i5-1135G7,4.2 GHz,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,ProBook 440 G8,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
Dell Latitude 5400 14" Intel i7-8665U 16GB 512GB W11 (Renewed),$449.00,https://www.amazon.com.au/Latitude-Intel-i7-8665U-256GB-Renewed/dp/B0CXWR2QPS/ref=sr_1_139,,,,,,,DELL,,Intel Core i7,1.9 GHz,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,Latitude,,,,,Windows 11,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
"Apple MacBook Pro (16"" 3K Retina, 2019) Intel Core i7-9750H 16GB 512GB SSD Touch Bar MacOS (Renewed)",$519.00,https://www.amazon.com.au/Apple-MacBook-i7-9750H-512GB-Renewed/dp/B0DB5FPL6K/ref=sr_1_140,,,,,,,Apple,,Core i7-9750H,4.5 GHz,,,,,,,,,,,,,,,,,,,Integrated,AMD Radeon Pro 5300M,,,,,16 GB,,,,,,,,,,,,MacBook Pro,,,,,macOS Sonoma,,,,,,,,,,,,16 GB,,,,,,16 Inches,,,,,,,,,,,
"Lenovo ThinkBook 14 G6 14"" WUXGA IPS i5-13420H Laptop, 16GB RAM, 512GB SSD, WiFi 6E, Windows 11 Pro Laptop",$999.00,https://www.amazon.com.au/Lenovo-ThinkBook-14-G6-i5-13420H/dp/B0DK8NMTDH/ref=sr_1_141,,,,,,,Lenovo,,Core i5,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,ThinkBook 14 G6,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14,,,,,WiFi 6E technology,,,,,,
Asus Vivobook 16 16" WUXGA IPS Ultra 5 225H 16GB RAM 512GB SSD AI Boost WiFi 6 W11H Laptop (X1607CA-MB110W),"$1,399.00",https://www.amazon.com.au/Vivobook-WUXGA-Ultra-Laptop-X1607CA-MB110W/dp/B0FBLYKLCX/ref=sr_1_142,,,,,,,ASUS,,Intel Core Ultra 5,4.9 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,1.88 Kilograms,,,,,,,Vivobook 16,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,16 Inches,,,,,,,,,,,
Dell Latitude 7520 15.6" Touch Screen Core i7 11th Generation 1165G7 16GB RAM 500GB M.2 SSD Windows 11 Laptop PC (Black) with USB-C Charger (Renewed),$439.00,https://www.amazon.com.au/Latitude-Generation-Windows-Charger-Renewed/dp/B0FGDDZ57X/ref=sr_1_143,,,,,,,DELL,Intel,Intel Core i7,2.8 GHz,,,,,,,,,,,,,,,,,,,,,,,,SSD,500 GB,,,,,,,,,,,,,,,,,Windows 11,,,,,,,,4,,,,,,,,,,15.6 Inches,,,,,,,,,,,
Lenovo Legion 5i 15IRX10 15.1" WQXGA OLED 165Hz 100% DCI-P3 Display HDR True Black 600 Display Core i7-14700HX 24GB RAM 512GB SSD RTTX5050 WiFi7 Win11H Eclipse Black 83LY004NAU,"$3,499.00",https://www.amazon.com.au/Lenovo-15IRX10-i7-14700HX-RTTX5050-83LY004NAU/dp/B0FGHF1ZKS/ref=sr_1_144,,,,,,,Lenovo,,Intel Core i7,,Eclipse Black,,,,,,,,,,,,,,,,,,Dedicated,,,,,,512 GB,,,,,,,,,,,,Legion 5i,,,,,Windows 11 Home,,,,,,,,,,,,34 GB,,,,,,15.1 Inches,,,,,"Backlit Keyboard, Numeric Keypad",,,,,,
"MSI Modern 15 B12M 15.6"" Laptop, 1080p Display, i7 1255U Processor, 16GB RAM 512GB SSD, WiFi 6, Windows 11 Home","$1,639.00",https://www.amazon.com.au/MSI-Modern-1080p-1255U-Laptop/dp/B0FKRF551X/ref=sr_1_145,,,,,,,MSI,,Core i7,1.7 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,,,,,,,,Modern,,,,,Windows 11 Home,,,,,,,,10,,,,32 GB,,,,,,15.6,,,,,,,,,,,
Dell Latitude 5400 14" Core i5 8th Generation 8265U Quad Core 32GB RAM 2TB M.2 SSD Windows 11 Notebook Laptop PC with Charger (Renewed),$775.00,https://www.amazon.com.au/Latitude-Generation-Windows-Notebook-Charger/dp/B0FCTY6MFG/ref=sr_1_146,,,,,,,Dell,Intel,Intel Core i5,1.6 GHz,,,,,,,,,,,,,,,,,,,,Intel HD Graphics,,,,SSD,2 TB,,,,,,,,,,,,,,,,,Windows 11,,,,,,,,4,,,,,,,,,,14 Inches,,,,,,,,,,,
Lenovo ThinkBook 14 G8 14" WUXGA IPS Ultra 5 225U 32GB 512GB SSD WiFi 6E W11P Laptop,"$1,299.00",https://www.amazon.com.au/Lenovo-ThinkBook-WUXGA-Ultra-Laptop/dp/B0F6MYJVZY/ref=sr_1_147,,,,,,,Lenovo,,Intel Core Ultra 5,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,ThinkBook 14 G8,,,,,Windows 11 Pro,,,,,,,,,,,,32 GB,,,,,,14 Inches,,,,,Rapid Charge Support,,,,,,
Dell Latitude 5420 Intel i7 1185G7 3.0GHz 16GB RAM 256GB SSD 14" Win 11 (Renewed),$915.00,https://www.amazon.com.au/Latitude-Intel-1185G7-3-0GHz-Renewed/dp/B0D6MYBT3N/ref=sr_1_148,,,,,,,DELL,,Core i7-1185G7E,3 GHz,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,256 GB,,,,,,,,,,,,Latitude 5420,,,,,Windows 11,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
HP Probook 640 G5 14" Notebook - 1920 X 1080 - Core i5 i5-8365U - 8 GB RAM - 16 GB Optane Memory - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Technolog,$700.30,https://www.amazon.com.au/HP-Probook-640-Notebook-Plane/dp/B07W68XYYY/ref=sr_1_149,,,,,,,HP,,Core i5,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,256 GB,,,,,,,,,,,,HP ProBook,,,,,Windows 10 Pro,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,touchscreen,,,,,,
2025 Gaming Laptop 16 Inch Win11 12 + 512GB SSD Support 2TB (HDD-2TB) 1920 x 1200 Notebook 4-Core Celeron N5095 (up to 2.9 GHz) Laptop with Number Keyboard WiFi Mini HDMI German Keyboard Cover Blue,$439.00,https://www.amazon.com.au/Support-HDD-2TB-Notebook-Celeron-Keyboard/dp/B0DD3KL524/ref=sr_1_150,,,,,,,NOTODD,,Celeron,,N600-Blue-2,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,N00-Blau,,,,,Win,,,,,,,,,,,,1.5 GB,,,,,,16 Inches,,,,,"Memory Card Slot, Numeric Keypad",,,,,,
2025 Gaming Laptop 16 Inch Win11 12 + 512GB SSD Support 2TB (HDD-2TB) 1920 x 1200 Notebook 4-Core Celeron N5095 (up to 2.9 GHz) Laptop with Number Keyboard WiFi Mini HDMI German Keyboard Cover Blue,$439.00,https://www.amazon.com.au/Support-HDD-2TB-Notebook-Celeron-Keyboard/dp/B0DD3KL524/ref=sr_1_148,,,,,,,NOTODD,,Celeron,,N600-Blue-2,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,N00-Blau,,,,,Win,,,,,,,,,,,,1.5 GB,,,,,,16 Inches,,,,,"Memory Card Slot, Numeric Keypad",,,,,,
Asus Gaming V16 16" WUXGA IPS 144Hz Core 7 240H 16GB GeForce RTX 4050 512GB SSD WiFi 6 Windows 11 Home Laptop,"$1,639.00",https://www.amazon.com.au/Gaming-WUXGA-GeForce-Windows-Laptop/dp/B0FF9GW6NP/ref=sr_1_149,,,,,,,ASUS,,Intel Core 7,2.5 GHz,,,,,,,,,,,,,,,,,,,Dedicated,,,,,SSD,,,,,,3 Kilograms,,,,,,,Gaming V16,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,16 Inches,,,,,,,,,,,
"ASUS Vivobook Laptop, 17.3"" FHD (1920 x 1080) IPS LED Display, Intel i3-1215U, 6-Core, 16GB DDR4 RAM, 1TB SSD, Quiet Blue, HDMI, Win 11 Home, TWE Mouse Pad",$747.71,https://www.amazon.com.au/ASUS-Vivobook-Display-Intel-i3-1215U/dp/B0DY7F7BG2/ref=sr_1_150,,,,,,,ASUS,,Intel Core i3,,Quiet Blue,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,ASUS Vivobook Laptop,,,,,Windows 11,,,,,,,,,,,,16 GB,,,,,,17.3 Inches,,,,,Numeric Keypad,,,,,,
"Apple MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Silver","$1,587.00",https://www.amazon.com.au/Apple-MacBook-13-inch-10%E2%80%91core-Unified/dp/B0DZF762RQ/ref=sr_1_151,,,,,,,Apple,,Apple M4,10,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,,,,,,,,"13-inch MacBook Air (M4, 2025)",,,,,Mac OS,,,,,,,,10,,,,16 GB,,,,,,13.6,,,,,,,,,,,
Dell Latitude 7280 12.5" TS i7-7600U 16GB 512GB W11 Pro (Renewed),$305.00,https://www.amazon.com.au/Dell-Latitude-i7-7600U-512GB-Renewed/dp/B0CQR497CQ/ref=sr_1_152,,,,,,,DELL,,Intel Core i7,,,,,,,,,,,,,,,,,,,,Integrated,Intel UHD Graphics 620,,,,,512 GB,,,,,,,,,,,,Dell Latitude,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,12.5 Inches,,,,,touchscreen,,,,,,
Dell Latitude 7490 14" Intel Core i5 8250U 16GB 256GB SSD Win11 Pro (Renewed),$312.00,https://www.amazon.com.au/Dell-Latitude-7490-Win11pro-Renewed/dp/B0D3HBLT71/ref=sr_1_153,,,,,,,DELL,,Intel Core i5,,,,,,,,,,,,,,,,,,,,Integrated,Intel UHD Graphics 620,,,,,256 GB,,,,,,,,,,,,Latitude,,,,,Windows 11,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,touchscreen,,,,,,
"LENOVO THINKBOOK 16 G6 AMD R7-7730U, 16"" WUXGA, 512GB, 16GB, W11P, 1YOS (21KK00A5AU)",$999.00,https://www.amazon.com.au/LENOVO-THINKBOOK-R7-7730U-WUXGA-21KK00A5AU/dp/B0DW3J82WV/ref=sr_1_154,,,,,,,Lenovo,,AMD Ryzen 7,,Black,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,THINKBOOK 16 G6,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,16 Inches,,,,,Windows 11 Pro with enhanced security features,,,,,,
HP ProBook 440 G11 14" WUXGA IPS Ultra 5 125U 16GB RAM 512GB SSD AI Boost WiFi 6E W11P Laptop,$999.00,https://www.amazon.com.au/HP-ProBook-WUXGA-Ultra-Laptop/dp/B0DT9G69GG/ref=sr_1_155,,,,,,,HP,,Intel Core Ultra 5,4.3 GHz,Black or Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,ProBook 440 G11,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
Dell Latitude 5430 Intel i7 1255U 1.70GHz 16GB RAM 512GB SSD 14" Win 11 (Renewed),$439.00,https://www.amazon.com.au/Latitude-Intel-1255U-1-70GHz-Renewed/dp/B0F3DTZHKM/ref=sr_1_156,,,,,,,DELL,,Core i7-1255U,1.7 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,512 GB,,,,,,,,,,,,,,,,,Windows 11,,,,,,,,,,,,16 GB,,,1080p,,,14 Inches,,,,,,,,,,,
"HP OmniBook Ultra AI 14” Laptop with Copilot: 14"" 2.2K Touch Display, AMD Ryzen™ AI 9 Processor, 16GB RAM, 1TB SSD, Wi-Fi 7, Bluetooth® 5.4, 16.5-Hour Battery Life, Meteor Silver, AY6U7PA","$2,499.00",https://www.amazon.com.au/HP-OmniBook-Ultra-Laptop-Copilot/dp/B0DTJSH6WS/ref=sr_1_157,,,,,,,HP,,Ryzen 9,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,HP OmniBook Ultra,,,,,Windows 11 Home,,,,,,,,,,,,32 GB,,,,,,14,,,,,"HP Wolf Security, HP AI Companion",,,,,,
"ASUS Vivobook 15.60 Inch FHD Anti-Glare Display Intel Iris X Intergrated Graphics IntelCore i7-1255U Processor DDR4 16GB RAM 1TB M.2 SSD Windows 11 Home Laptop, Cool Silver","$1,109.00",https://www.amazon.com.au/ASUS-Vivobook-15-6-inch-IntelCore-i7-1255U/dp/B0CWKQDML9/ref=sr_1_158,,,,,,,ASUS,,Intel Core i7,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,1 TB,,,,,,,,,,,,ASUS Vivobook 15,,,,,Windows 11 Home,,,,,,,,,,,,16 GB,,,,,,15.6 Inches,,,,,Anti Glare Coating,,,,,,
"HP 255 G10 15.6 inch Business Laptop, AMD Ryzen 7 7730U, 15.6"" Full HD Display, 64GB RAM, 2TB SSD, AMD Radeon Graphics, Numeric Keypad, USB-C, PDG HDMI Cable, US Version KB, Windows 11 Pro","$2,499.00",https://www.amazon.com.au/HP-Business-Display-Graphics-Numeric/dp/B0FG2TCR4F/ref=sr_1_159,,,,,,,HP,,Ryzen 7,,Dark Ash Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,2 TB,,,,,,,,,,,,G10,,,,,Windows 11 Pro,,,,,,,,,,,,64 GB,,,,,,15.6 Inches,,,,,"HD Audio, Numeric Keypad, Spill Resistant",,,,,,
wajun DE LL Laptop Latitude 5290/12.5inch/Win 11 Pro/Core i7-8650U/Webcam/WiFi/Bluetooth/HDMI/8GB/512GB SSD (Renewed),$447.00,https://www.amazon.com.au/wajun-Latitude-12-5inch-i7-8650U-Bluetooth/dp/B0CM9ND1WG/ref=sr_1_163,,,,,,,wajun,,Intel Core i7,1.9 GHz,,,,,,,,,,,,,,,,,,,,,,,,SSD,512 GB,,,,,,,,,,,,Latitude,,,,,Windows 11,,,,,,,,,,,,8 GB,,,,,,12.5 Inches,,,,,Webcam,,,,,,
"Apple MacBook Air (13-inch, Apple M3 chip with 8-core CPU and 10-core GPU, 16GB Unified Memory, 512GB) - Space Grey","$1,777.00",https://www.amazon.com.au/Apple-2024-MacBook-13-inch-Laptop/dp/B0CX25L4XB/ref=sr_1_164,,,,,,,Apple,,Apple M3,,Space Grey,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,MacBook Air,,,,,Mac OS,,,,,,,,,,,,8 GB,,,,,,15 Inches,,,,,Backlit Keyboard,,,,,,
"HP Windows 11 Pro 15 15.6"" FHD Business Laptop Computer,11th Gen Intel Core i5-1135G7, 16GB RAM 512GB SSD, Intel Iris Xe Graphic, Numeric Pad, Long Battery Life, Wi-Fi 5, Bluetooth 4.2, USB, w/Battery","$1,199.00",https://www.amazon.com.au/HP-Business-Laptop-i5-1135G7-Bluetooth/dp/B0CGD7T1XM/ref=sr_1_165,,,,,,,HP,,Core i5,,Silver,,,,,,,,,,,,,,,,,,Integrated,,,,,,512 GB,,,,,,,,,,,,HP Laptop,,,,,Windows 11 Pro,,,,,,,,,,,,64 GB,,,,,,15.6 Inches,,,,,"Anti Glare Coating, HD Audio, Numeric Keypad",,,,,,
Lenovo ThinkBook 14 2-in-1 G5 14" WUXGA IPS Touch Screen Ultra 5 225U 16GB 512GB SSD AI Boost WiFi 6E Windows 11 Pro Laptop,"$2,499.00",https://www.amazon.com.au/Lenovo-ThinkBook-Screen-Windows-Laptop/dp/B0FHKG6RK5/ref=sr_1_166,,,,,,,Lenovo,,Intel Core Ultra 5,3.4 GHz,,,,,,,,,,,,,,,,,,,Integrated,,,,,SSD,,,,,,1.64 Kilograms,,,,,,,ThinkBook 14 2-in-1 G5,,,,,Windows 11 Pro,,,,,,,,,,,,16 GB,,,,,,14 Inches,,,,,,,,,,,
